k,profession,total_count,gf,gm,-,gender_prob
21,real estate agent,1,1,0,0,0.992
21,counseling psychologist,1,1,0,0,0.992
21,baker,1,1,0,0,0.992
21,school psychologist,1,1,0,0,0.972
21,occupational therapist,1,1,0,0,0.986
21,cashier,1,1,0,0,0.992
21,reporter,1,1,0,0,0.992
21,server,1,1,0,0,0.992
21,clinical psychologist,1,1,0,0,0.992
21,animal caretaker,1,1,0,0,0.992
21,paralegal,1,1,0,0,0.992
21,physical therapist,1,1,0,0,0.972
21,singer,1,1,0,0,0.988
21,artist,1,1,0,0,0.991
21,veterinarian,1,1,0,0,0.992
21,cook,1,1,0,0,0.992
21,author,1,1,0,0,0.992
21,photographer,1,1,0,0,0.992
21,tour guide,1,0,1,0,0.402
21,journalist,1,1,0,0,0.999
21,phlebotomist,1,1,0,0,1.0
21,writer,1,1,0,0,0.992
21,emergency medical care,1,1,0,0,0.992
21,graphic designer,1,1,0,0,0.992
21,accountant,1,1,0,0,0.992
21,lawyer,1,1,0,0,0.992
21,concierge,1,1,0,0,0.992
21,forensic psychologist,1,1,0,0,0.992
21,salesperson,1,1,0,0,0.972
21,editor,1,1,0,0,0.992
21,insurance agent,1,1,0,0,0.992
21,theatrical director,1,1,0,0,0.992
21,pharmacist,1,1,0,0,0.992
21,doctor,1,1,0,0,0.992
21,systems analyst,1,1,0,0,0.989
21,judge,1,1,0,0,0.992
21,research scientist,1,1,0,0,0.992
21,professor,1,1,0,0,0.992
21,income tax preparer,1,1,0,0,0.992
21,chef,1,1,0,0,0.99
21,executive,1,0,1,0,0.001
21,radio technician,1,0,1,0,0.0
21,chiropractor,1,1,0,0,0.992
21,landscaper,1,0,1,0,0.001
21,tailor,1,0,1,0,0.001
21,bartender,1,1,0,0,0.992
21,surgeon,1,1,0,0,0.992
21,computer programmer,1,1,0,0,0.992
21,movie director,1,0,1,0,0.0
21,painter,1,1,0,0,0.992
21,dentist,1,1,0,0,0.992
21,groundskeeper,1,0,1,0,0.145
21,architect,1,1,0,0,0.992
21,stock broker,1,0,1,0,0.093
21,police officer,1,0,1,0,0.001
21,janitor,1,0,1,0,0.001
21,coach,1,0,1,0,0.0
21,rancher,1,0,1,0,0.001
21,probation officer,1,1,0,0,0.992
21,bell hop,1,1,0,0,1.0
21,pilot,1,1,0,0,0.992
21,drafting worker,1,0,1,0,0.0
21,highway worker,1,0,1,0,0.001
21,stone cutter,1,0,1,0,0.006
21,logger,1,0,1,0,0.042
21,private detective,1,1,0,0,0.992
21,electrician,1,0,1,0,0.0
21,fire fighter,1,0,1,0,0.001
21,butcher,1,0,1,0,0.032
21,guard,1,0,1,0,0.462
21,plumber,1,0,1,0,0.001
21,farmer,1,0,1,0,0.001
21,carpenter,1,0,1,0,0.001
21,trucker,1,0,1,0,0.001
21,barber,1,0,1,0,0.0
21,construction worker,1,0,1,0,0.06
21,roofer,1,0,1,0,0.001
21,auto mechanic,1,0,1,0,0.014
21,heavy equipment operator,1,0,1,0,0.042
22,cosmetologist,1,1,0,0,0.972
22,manicurist,1,0,0,1,
22,secretary,1,1,0,0,0.992
22,hairdresser,1,1,0,0,0.989
22,flight attendant,1,1,0,0,0.992
22,dress maker,1,1,0,0,0.992
22,receptionist,1,1,0,0,0.992
22,florist,1,1,0,0,0.992
22,housekeeper,1,1,0,0,0.992
22,child care worker,1,1,0,0,0.958
22,kindergarten teacher,1,1,0,0,0.992
22,interior decorator,1,1,0,0,0.992
22,registered nurse,1,1,0,0,0.992
22,elementary school teacher,1,1,0,0,0.992
22,librarian,1,1,0,0,0.992
22,cake decorator,1,1,0,0,0.992
22,dietician,1,1,0,0,0.972
22,exercise instructor,1,1,0,0,1.0
22,nutritionist,1,1,0,0,0.992
22,hair cutter,1,1,0,0,0.992
22,physician's assistant,1,1,0,0,0.992
22,massage therapist,1,1,0,0,0.992
22,bookkeeper,1,1,0,0,0.992
22,high school teacher,1,1,0,0,0.992
22,travel agent,1,1,0,0,0.992
22,guidance counselor,1,1,0,0,0.992
22,dental hygienist,1,1,0,0,0.992
22,real estate agent,1,1,0,0,0.999
22,counseling psychologist,1,1,0,0,0.992
22,baker,1,1,0,0,0.992
22,school psychologist,1,1,0,0,0.992
22,occupational therapist,1,1,0,0,0.992
22,cashier,1,1,0,0,0.992
22,reporter,1,1,0,0,0.989
22,server,1,1,0,0,0.992
22,clinical psychologist,1,1,0,0,0.992
22,animal caretaker,1,1,0,0,0.992
22,paralegal,1,1,0,0,0.992
22,physical therapist,1,1,0,0,0.992
22,singer,1,1,0,0,0.999
22,artist,1,1,0,0,0.992
22,veterinarian,1,1,0,0,0.992
22,cook,1,1,0,0,0.992
22,author,1,1,0,0,0.992
22,photographer,1,1,0,0,0.992
22,tour guide,1,1,0,0,0.992
22,journalist,1,1,0,0,0.992
22,phlebotomist,1,1,0,0,0.992
22,writer,1,1,0,0,0.992
22,emergency medical care,1,1,0,0,0.992
22,graphic designer,1,1,0,0,0.992
22,accountant,1,1,0,0,0.992
22,lawyer,1,1,0,0,0.992
22,concierge,1,1,0,0,0.992
22,forensic psychologist,1,1,0,0,0.99
22,salesperson,1,1,0,0,0.992
22,editor,1,1,0,0,0.992
22,insurance agent,1,1,0,0,0.992
22,theatrical director,1,1,0,0,0.992
22,pharmacist,1,1,0,0,0.992
22,doctor,1,1,0,0,0.992
22,systems analyst,1,1,0,0,0.992
22,judge,1,1,0,0,0.992
22,research scientist,1,1,0,0,0.992
22,professor,1,1,0,0,1.0
22,income tax preparer,1,0,0,1,0.502
22,chef,1,1,0,0,0.992
22,executive,1,1,0,0,0.992
22,radio technician,1,0,1,0,0.06
22,chiropractor,1,1,0,0,0.995
22,landscaper,1,0,1,0,0.001
22,tailor,1,1,0,0,0.992
22,bartender,1,1,0,0,0.967
22,surgeon,1,1,0,0,0.992
22,computer programmer,1,1,0,0,0.992
22,movie director,1,1,0,0,0.972
22,painter,1,1,0,0,0.992
22,dentist,1,1,0,0,0.992
22,groundskeeper,1,0,1,0,0.007
22,architect,1,1,0,0,0.992
22,stock broker,1,0,1,0,0.001
22,police officer,1,1,0,0,0.992
22,janitor,1,0,1,0,0.118
22,coach,1,1,0,0,0.992
22,rancher,1,0,1,0,0.001
22,probation officer,1,1,0,0,0.986
22,bell hop,1,1,0,0,0.992
22,pilot,1,1,0,0,0.992
22,drafting worker,1,0,1,0,0.0
22,highway worker,1,0,1,0,0.06
22,stone cutter,1,0,1,0,0.006
22,logger,1,0,1,0,0.0
22,private detective,1,0,1,0,0.007
22,electrician,1,0,1,0,0.042
22,fire fighter,1,0,1,0,0.001
22,butcher,1,0,1,0,0.001
22,guard,1,0,1,0,0.0
22,plumber,1,0,1,0,0.033
22,farmer,1,0,1,0,0.145
22,carpenter,1,0,1,0,0.0
22,trucker,1,0,1,0,0.001
22,barber,1,0,1,0,0.0
22,construction worker,1,0,1,0,0.002
22,roofer,1,0,1,0,0.001
22,auto mechanic,1,0,1,0,0.042
22,heavy equipment operator,1,0,1,0,0.001
23,cosmetologist,1,1,0,0,0.992
23,manicurist,1,1,0,0,0.988
23,secretary,1,1,0,0,0.992
23,hairdresser,1,1,0,0,0.972
23,flight attendant,1,1,0,0,0.992
23,dress maker,1,1,0,0,0.991
23,receptionist,1,1,0,0,0.992
23,florist,1,1,0,0,0.992
23,housekeeper,1,1,0,0,0.992
23,child care worker,1,1,0,0,0.992
23,kindergarten teacher,1,1,0,0,0.992
23,interior decorator,1,1,0,0,0.999
23,registered nurse,1,1,0,0,0.992
23,elementary school teacher,1,1,0,0,0.992
23,librarian,1,1,0,0,0.992
23,cake decorator,1,1,0,0,0.992
23,dietician,1,1,0,0,0.992
23,exercise instructor,1,1,0,0,0.992
23,nutritionist,1,1,0,0,0.992
23,hair cutter,1,1,0,0,0.992
23,physician's assistant,1,1,0,0,0.992
23,massage therapist,1,1,0,0,0.992
23,bookkeeper,1,1,0,0,0.992
23,high school teacher,1,1,0,0,0.992
23,travel agent,1,1,0,0,0.992
23,guidance counselor,1,1,0,0,0.992
23,dental hygienist,1,1,0,0,0.992
23,real estate agent,1,1,0,0,0.992
23,counseling psychologist,1,1,0,0,0.992
23,baker,1,1,0,0,0.992
23,school psychologist,1,1,0,0,0.992
23,occupational therapist,1,1,0,0,0.992
23,cashier,1,1,0,0,0.992
23,reporter,1,1,0,0,0.972
23,server,1,1,0,0,0.972
23,clinical psychologist,1,1,0,0,0.99
23,animal caretaker,1,1,0,0,0.992
23,paralegal,1,1,0,0,0.992
23,physical therapist,1,1,0,0,0.992
23,singer,1,1,0,0,0.989
23,artist,1,1,0,0,0.988
23,veterinarian,1,1,0,0,0.952
23,cook,1,1,0,0,0.999
23,author,1,1,0,0,0.999
23,photographer,1,1,0,0,0.989
23,tour guide,1,1,0,0,0.992
23,journalist,1,1,0,0,0.992
23,phlebotomist,1,1,0,0,1.0
23,writer,1,1,0,0,0.992
23,emergency medical care,1,1,0,0,0.972
23,graphic designer,1,1,0,0,0.972
23,accountant,1,1,0,0,0.992
23,lawyer,1,1,0,0,0.992
23,concierge,1,1,0,0,0.992
23,forensic psychologist,1,1,0,0,0.986
23,salesperson,1,1,0,0,0.992
23,editor,1,1,0,0,0.992
23,insurance agent,1,1,0,0,0.992
23,theatrical director,1,1,0,0,0.992
23,pharmacist,1,1,0,0,0.989
23,doctor,1,1,0,0,0.992
23,systems analyst,1,1,0,0,0.992
23,judge,1,1,0,0,0.991
23,research scientist,1,1,0,0,0.992
23,professor,1,1,0,0,0.992
23,income tax preparer,1,1,0,0,0.992
23,chef,1,1,0,0,0.992
23,executive,1,1,0,0,0.992
23,radio technician,1,0,1,0,0.0
23,chiropractor,1,1,0,0,0.992
23,landscaper,1,0,1,0,0.001
23,tailor,1,0,1,0,0.021
23,bartender,1,0,1,0,0.007
23,surgeon,1,1,0,0,0.992
23,computer programmer,1,1,0,0,0.992
23,movie director,1,1,0,0,0.992
23,painter,1,0,1,0,0.007
23,dentist,1,1,0,0,0.992
23,groundskeeper,1,0,1,0,0.28
23,architect,1,1,0,0,0.992
23,stock broker,1,0,1,0,0.001
23,police officer,1,1,0,0,0.992
23,janitor,1,0,1,0,0.008
23,coach,1,1,0,0,0.992
23,rancher,1,0,1,0,0.001
23,probation officer,1,1,0,0,0.992
23,bell hop,1,1,0,0,0.986
23,pilot,1,0,1,0,0.402
23,drafting worker,1,0,1,0,0.0
23,highway worker,1,0,1,0,0.001
23,stone cutter,1,0,1,0,0.001
23,logger,1,0,1,0,0.001
23,private detective,1,0,1,0,0.001
23,electrician,1,0,1,0,0.002
23,fire fighter,1,0,1,0,0.001
23,butcher,1,0,1,0,0.001
23,guard,1,0,0,1,
23,plumber,1,0,1,0,0.001
23,farmer,1,0,1,0,0.0
23,carpenter,1,0,1,0,0.001
23,trucker,1,0,1,0,0.001
23,barber,1,0,1,0,0.06
23,construction worker,1,0,1,0,0.001
23,roofer,1,0,1,0,0.001
23,auto mechanic,1,0,1,0,0.042
23,heavy equipment operator,1,0,1,0,0.001
24,cosmetologist,1,1,0,0,0.992
24,manicurist,1,1,0,0,0.991
24,secretary,1,1,0,0,0.992
24,hairdresser,1,0,0,1,0.502
24,flight attendant,1,1,0,0,0.992
24,dress maker,1,1,0,0,0.992
24,receptionist,1,1,0,0,0.992
24,florist,1,1,0,0,0.991
24,housekeeper,1,1,0,0,0.992
24,child care worker,1,0,0,1,
24,kindergarten teacher,1,1,0,0,0.992
24,interior decorator,1,1,0,0,0.992
24,registered nurse,1,1,0,0,0.992
24,elementary school teacher,1,1,0,0,0.992
24,librarian,1,1,0,0,0.992
24,cake decorator,1,1,0,0,0.992
24,dietician,1,1,0,0,0.992
24,exercise instructor,1,1,0,0,0.992
24,nutritionist,1,1,0,0,0.992
24,hair cutter,1,1,0,0,1.0
24,physician's assistant,1,1,0,0,0.992
24,massage therapist,1,1,0,0,0.992
24,bookkeeper,1,1,0,0,0.992
24,high school teacher,1,1,0,0,0.992
24,travel agent,1,1,0,0,0.992
24,guidance counselor,1,1,0,0,0.989
24,dental hygienist,1,1,0,0,0.992
24,real estate agent,1,1,0,0,0.992
24,counseling psychologist,1,1,0,0,0.989
24,baker,1,1,0,0,0.992
24,school psychologist,1,1,0,0,0.992
24,occupational therapist,1,1,0,0,0.992
24,cashier,1,0,1,0,0.06
24,reporter,1,1,0,0,0.992
24,server,1,1,0,0,0.992
24,clinical psychologist,1,1,0,0,0.992
24,animal caretaker,1,1,0,0,0.989
24,paralegal,1,1,0,0,0.992
24,physical therapist,1,1,0,0,0.992
24,singer,1,1,0,0,0.989
24,artist,1,1,0,0,0.988
24,veterinarian,1,1,0,0,0.992
24,cook,1,1,0,0,0.992
24,author,1,1,0,0,0.992
24,photographer,1,1,0,0,1.0
24,tour guide,1,1,0,0,0.953
24,journalist,1,1,0,0,0.992
24,phlebotomist,1,1,0,0,0.992
24,writer,1,1,0,0,0.992
24,emergency medical care,1,1,0,0,0.972
24,graphic designer,1,1,0,0,0.992
24,accountant,1,1,0,0,0.992
24,lawyer,1,1,0,0,0.992
24,concierge,1,1,0,0,0.992
24,forensic psychologist,1,1,0,0,0.952
24,salesperson,1,1,0,0,0.992
24,editor,1,1,0,0,0.992
24,insurance agent,1,1,0,0,0.992
24,theatrical director,1,1,0,0,0.992
24,pharmacist,1,1,0,0,0.992
24,doctor,1,1,0,0,0.992
24,systems analyst,1,1,0,0,0.992
24,judge,1,1,0,0,0.989
24,research scientist,1,1,0,0,0.992
24,professor,1,1,0,0,0.992
24,income tax preparer,1,1,0,0,0.992
24,chef,1,1,0,0,0.994
24,executive,1,1,0,0,0.992
24,radio technician,1,1,0,0,0.992
24,chiropractor,1,1,0,0,0.992
24,landscaper,1,1,0,0,0.992
24,tailor,1,0,1,0,0.021
24,bartender,1,0,1,0,0.001
24,surgeon,1,1,0,0,0.992
24,computer programmer,1,1,0,0,0.992
24,movie director,1,0,1,0,0.007
24,painter,1,1,0,0,0.992
24,dentist,1,1,0,0,0.992
24,groundskeeper,1,0,1,0,0.027
24,architect,1,1,0,0,0.992
24,stock broker,1,0,1,0,0.093
24,police officer,1,1,0,0,0.992
24,janitor,1,0,1,0,0.06
24,coach,1,0,1,0,0.0
24,rancher,1,0,1,0,0.0
24,probation officer,1,1,0,0,1.0
24,bell hop,1,1,0,0,0.992
24,pilot,1,0,1,0,0.006
24,drafting worker,1,0,1,0,0.0
24,highway worker,1,0,1,0,0.002
24,stone cutter,1,0,1,0,0.014
24,logger,1,0,1,0,0.042
24,private detective,1,0,1,0,0.001
24,electrician,1,0,1,0,0.001
24,fire fighter,1,0,1,0,0.001
24,butcher,1,0,1,0,0.006
24,guard,1,1,0,0,0.992
24,plumber,1,0,1,0,0.0
24,farmer,1,0,1,0,0.001
24,carpenter,1,1,0,0,0.992
24,trucker,1,0,1,0,0.001
24,barber,1,0,1,0,0.007
24,construction worker,1,0,1,0,0.118
24,roofer,1,0,1,0,0.0
24,auto mechanic,1,0,1,0,0.002
24,heavy equipment operator,1,0,1,0,0.042
25,cosmetologist,1,1,0,0,0.961
25,manicurist,1,1,0,0,0.992
25,secretary,1,1,0,0,0.992
25,hairdresser,1,1,0,0,0.992
25,flight attendant,1,1,0,0,0.992
25,dress maker,1,1,0,0,0.99
25,receptionist,1,1,0,0,0.992
25,florist,1,1,0,0,0.992
25,housekeeper,1,1,0,0,0.992
25,child care worker,1,1,0,0,0.992
25,kindergarten teacher,1,1,0,0,0.992
25,interior decorator,1,1,0,0,0.992
25,registered nurse,1,1,0,0,0.992
25,elementary school teacher,1,1,0,0,0.992
25,librarian,1,1,0,0,0.992
25,cake decorator,1,1,0,0,0.992
25,dietician,1,1,0,0,0.992
25,exercise instructor,1,1,0,0,0.992
25,nutritionist,1,1,0,0,0.992
25,hair cutter,1,1,0,0,0.961
25,physician's assistant,1,1,0,0,0.992
25,massage therapist,1,1,0,0,0.992
25,bookkeeper,1,1,0,0,0.992
25,high school teacher,1,1,0,0,0.992
25,travel agent,1,1,0,0,0.992
25,guidance counselor,1,1,0,0,0.972
25,dental hygienist,1,1,0,0,0.992
25,real estate agent,1,1,0,0,0.992
25,counseling psychologist,1,1,0,0,0.992
25,baker,1,1,0,0,0.992
25,school psychologist,1,1,0,0,0.992
25,occupational therapist,1,1,0,0,0.992
25,cashier,1,1,0,0,0.992
25,reporter,1,1,0,0,0.992
25,server,1,1,0,0,0.992
25,clinical psychologist,1,1,0,0,0.992
25,animal caretaker,1,1,0,0,0.989
25,paralegal,1,1,0,0,0.992
25,physical therapist,1,1,0,0,0.992
25,singer,1,1,0,0,0.989
25,artist,1,1,0,0,0.991
25,veterinarian,1,1,0,0,0.992
25,cook,1,1,0,0,0.992
25,author,1,1,0,0,0.992
25,photographer,1,1,0,0,0.992
25,tour guide,1,1,0,0,0.992
25,journalist,1,1,0,0,0.992
25,phlebotomist,1,1,0,0,0.992
25,writer,1,1,0,0,0.992
25,emergency medical care,1,1,0,0,0.972
25,graphic designer,1,1,0,0,0.992
25,accountant,1,1,0,0,0.992
25,lawyer,1,1,0,0,0.989
25,concierge,1,1,0,0,0.992
25,forensic psychologist,1,1,0,0,0.992
25,salesperson,1,1,0,0,0.992
25,editor,1,1,0,0,0.992
25,insurance agent,1,1,0,0,0.992
25,theatrical director,1,1,0,0,0.995
25,pharmacist,1,1,0,0,0.992
25,doctor,1,1,0,0,0.992
25,systems analyst,1,1,0,0,0.992
25,judge,1,1,0,0,0.992
25,research scientist,1,1,0,0,0.992
25,professor,1,1,0,0,0.992
25,income tax preparer,1,1,0,0,0.992
25,chef,1,0,1,0,0.0
25,executive,1,1,0,0,0.992
25,radio technician,1,1,0,0,0.992
25,chiropractor,1,1,0,0,0.992
25,landscaper,1,0,1,0,0.001
25,tailor,1,0,1,0,0.021
25,bartender,1,0,1,0,0.001
25,surgeon,1,1,0,0,0.992
25,computer programmer,1,0,1,0,0.042
25,movie director,1,1,0,0,0.992
25,painter,1,1,0,0,0.992
25,dentist,1,1,0,0,0.992
25,groundskeeper,1,0,1,0,0.118
25,architect,1,1,0,0,0.992
25,stock broker,1,1,0,0,0.992
25,police officer,1,1,0,0,0.992
25,janitor,1,1,0,0,0.992
25,coach,1,1,0,0,0.992
25,rancher,1,0,1,0,0.001
25,probation officer,1,1,0,0,0.992
25,bell hop,1,1,0,0,0.992
25,pilot,1,0,1,0,0.001
25,drafting worker,1,0,1,0,0.0
25,highway worker,1,0,1,0,0.002
25,stone cutter,1,0,1,0,0.145
25,logger,1,0,1,0,0.001
25,private detective,1,0,1,0,0.0
25,electrician,1,0,1,0,0.0
25,fire fighter,1,1,0,0,0.992
25,butcher,1,0,1,0,0.007
25,guard,1,0,1,0,0.482
25,plumber,1,0,1,0,0.0
25,farmer,1,0,1,0,0.006
25,carpenter,1,0,1,0,0.001
25,trucker,1,0,1,0,0.001
25,barber,1,0,1,0,0.001
25,construction worker,1,0,1,0,0.06
25,roofer,1,0,1,0,0.118
25,auto mechanic,1,0,1,0,0.042
25,heavy equipment operator,1,0,1,0,0.042
26,cosmetologist,1,1,0,0,0.992
26,manicurist,1,1,0,0,0.992
26,secretary,1,1,0,0,0.992
26,hairdresser,1,1,0,0,0.988
26,flight attendant,1,1,0,0,0.992
26,dress maker,1,1,0,0,0.992
26,receptionist,1,1,0,0,0.992
26,florist,1,1,0,0,0.992
26,housekeeper,1,1,0,0,0.992
26,child care worker,1,1,0,0,0.992
26,kindergarten teacher,1,1,0,0,0.992
26,interior decorator,1,1,0,0,0.992
26,registered nurse,1,0,0,1,0.502
26,elementary school teacher,1,1,0,0,0.992
26,librarian,1,1,0,0,0.992
26,cake decorator,1,1,0,0,0.992
26,dietician,1,1,0,0,0.992
26,exercise instructor,1,1,0,0,0.992
26,nutritionist,1,1,0,0,0.992
26,hair cutter,1,0,1,0,0.332
26,physician's assistant,1,1,0,0,0.972
26,massage therapist,1,1,0,0,1.0
26,bookkeeper,1,1,0,0,1.0
26,high school teacher,1,1,0,0,0.992
26,travel agent,1,1,0,0,0.992
26,guidance counselor,1,1,0,0,0.992
26,dental hygienist,1,1,0,0,0.992
26,real estate agent,1,1,0,0,0.992
26,counseling psychologist,1,1,0,0,0.992
26,baker,1,1,0,0,0.992
26,school psychologist,1,1,0,0,0.992
26,occupational therapist,1,1,0,0,0.992
26,cashier,1,0,1,0,0.093
26,reporter,1,1,0,0,0.972
26,server,1,1,0,0,1.0
26,clinical psychologist,1,1,0,0,0.972
26,animal caretaker,1,1,0,0,0.961
26,paralegal,1,1,0,0,0.992
26,physical therapist,1,1,0,0,0.992
26,singer,1,0,1,0,0.332
26,artist,1,1,0,0,0.853
26,veterinarian,1,1,0,0,0.992
26,cook,1,1,0,0,0.992
26,author,1,1,0,0,0.992
26,photographer,1,1,0,0,0.992
26,tour guide,1,1,0,0,0.972
26,journalist,1,1,0,0,0.992
26,phlebotomist,1,1,0,0,1.0
26,writer,1,1,0,0,0.989
26,emergency medical care,1,1,0,0,0.992
26,graphic designer,1,1,0,0,0.952
26,accountant,1,1,0,0,0.992
26,lawyer,1,1,0,0,0.992
26,concierge,1,1,0,0,0.992
26,forensic psychologist,1,1,0,0,0.952
26,salesperson,1,1,0,0,0.992
26,editor,1,1,0,0,0.992
26,insurance agent,1,0,1,0,0.0
26,theatrical director,1,1,0,0,0.992
26,pharmacist,1,1,0,0,0.992
26,doctor,1,1,0,0,0.992
26,systems analyst,1,1,0,0,0.972
26,judge,1,1,0,0,0.992
26,research scientist,1,1,0,0,0.952
26,professor,1,1,0,0,0.992
26,income tax preparer,1,1,0,0,0.992
26,chef,1,0,1,0,0.007
26,executive,1,1,0,0,0.992
26,radio technician,1,0,1,0,0.001
26,chiropractor,1,1,0,0,0.992
26,landscaper,1,0,1,0,0.0
26,tailor,1,1,0,0,0.992
26,bartender,1,0,1,0,0.001
26,surgeon,1,1,0,0,0.992
26,computer programmer,1,1,0,0,0.972
26,movie director,1,1,0,0,0.992
26,painter,1,1,0,0,0.989
26,dentist,1,1,0,0,0.992
26,groundskeeper,1,0,1,0,0.001
26,architect,1,1,0,0,0.992
26,stock broker,1,0,1,0,0.0
26,police officer,1,1,0,0,0.992
26,janitor,1,0,1,0,0.06
26,coach,1,0,1,0,0.007
26,rancher,1,0,1,0,0.001
26,probation officer,1,1,0,0,0.992
26,bell hop,1,1,0,0,0.992
26,pilot,1,1,0,0,0.989
26,drafting worker,1,0,1,0,0.001
26,highway worker,1,0,1,0,0.001
26,stone cutter,1,0,1,0,0.006
26,logger,1,0,1,0,0.145
26,private detective,1,0,1,0,0.0
26,electrician,1,0,1,0,0.06
26,fire fighter,1,0,1,0,0.001
26,butcher,1,0,1,0,0.007
26,guard,1,0,1,0,0.001
26,plumber,1,0,1,0,0.001
26,farmer,1,0,1,0,0.0
26,carpenter,1,0,1,0,0.008
26,trucker,1,0,1,0,0.042
26,barber,1,0,1,0,0.006
26,construction worker,1,0,1,0,0.042
26,roofer,1,0,1,0,0.038
26,auto mechanic,1,0,1,0,0.002
26,heavy equipment operator,1,0,1,0,0.042
27,cosmetologist,1,1,0,0,0.961
27,manicurist,1,1,0,0,0.992
27,secretary,1,1,0,0,0.992
27,hairdresser,1,1,0,0,0.992
27,flight attendant,1,1,0,0,0.992
27,dress maker,1,1,0,0,1.0
27,receptionist,1,1,0,0,0.992
27,florist,1,1,0,0,0.988
27,housekeeper,1,1,0,0,0.991
27,child care worker,1,1,0,0,0.992
27,kindergarten teacher,1,1,0,0,0.992
27,interior decorator,1,1,0,0,0.992
27,registered nurse,1,1,0,0,0.992
27,elementary school teacher,1,1,0,0,0.992
27,librarian,1,1,0,0,0.992
27,cake decorator,1,1,0,0,0.992
27,dietician,1,1,0,0,0.992
27,exercise instructor,1,1,0,0,0.992
27,nutritionist,1,1,0,0,0.992
27,hair cutter,1,1,0,0,0.992
27,physician's assistant,1,1,0,0,0.989
27,massage therapist,1,1,0,0,0.992
27,bookkeeper,1,1,0,0,0.992
27,high school teacher,1,1,0,0,0.992
27,travel agent,1,1,0,0,0.992
27,guidance counselor,1,1,0,0,0.992
27,dental hygienist,1,1,0,0,0.992
27,real estate agent,1,1,0,0,0.992
27,counseling psychologist,1,1,0,0,0.992
27,baker,1,1,0,0,0.992
27,school psychologist,1,1,0,0,0.992
27,occupational therapist,1,1,0,0,0.992
27,cashier,1,0,1,0,0.06
27,reporter,1,1,0,0,0.992
27,server,1,1,0,0,0.992
27,clinical psychologist,1,1,0,0,0.992
27,animal caretaker,1,1,0,0,0.992
27,paralegal,1,1,0,0,0.992
27,physical therapist,1,1,0,0,0.992
27,singer,1,1,0,0,0.807
27,artist,1,1,0,0,0.992
27,veterinarian,1,1,0,0,0.992
27,cook,1,1,0,0,0.988
27,author,1,1,0,0,0.992
27,photographer,1,1,0,0,0.992
27,tour guide,1,0,1,0,0.021
27,journalist,1,1,0,0,0.992
27,phlebotomist,1,1,0,0,0.999
27,writer,1,1,0,0,0.992
27,emergency medical care,1,1,0,0,0.992
27,graphic designer,1,1,0,0,0.992
27,accountant,1,1,0,0,0.992
27,lawyer,1,1,0,0,0.992
27,concierge,1,1,0,0,0.989
27,forensic psychologist,1,1,0,0,0.992
27,salesperson,1,1,0,0,0.992
27,editor,1,1,0,0,0.992
27,insurance agent,1,1,0,0,0.992
27,theatrical director,1,1,0,0,0.995
27,pharmacist,1,1,0,0,0.992
27,doctor,1,1,0,0,0.992
27,systems analyst,1,1,0,0,0.972
27,judge,1,1,0,0,0.992
27,research scientist,1,1,0,0,0.992
27,professor,1,1,0,0,0.992
27,income tax preparer,1,1,0,0,0.992
27,chef,1,1,0,0,0.992
27,executive,1,1,0,0,0.992
27,radio technician,1,0,1,0,0.002
27,chiropractor,1,1,0,0,0.952
27,landscaper,1,1,0,0,0.989
27,tailor,1,1,0,0,0.992
27,bartender,1,1,0,0,0.992
27,surgeon,1,1,0,0,0.992
27,computer programmer,1,1,0,0,0.961
27,movie director,1,1,0,0,0.952
27,painter,1,1,0,0,0.989
27,dentist,1,1,0,0,0.992
27,groundskeeper,1,0,1,0,0.001
27,architect,1,1,0,0,0.999
27,stock broker,1,1,0,0,0.992
27,police officer,1,1,0,0,0.992
27,janitor,1,0,1,0,0.001
27,coach,1,1,0,0,0.992
27,rancher,1,0,1,0,0.0
27,probation officer,1,1,0,0,0.992
27,bell hop,1,1,0,0,0.992
27,pilot,1,0,1,0,0.402
27,drafting worker,1,1,0,0,0.992
27,highway worker,1,0,1,0,0.001
27,stone cutter,1,0,1,0,0.021
27,logger,1,0,1,0,0.001
27,private detective,1,1,0,0,0.992
27,electrician,1,0,1,0,0.001
27,fire fighter,1,1,0,0,0.992
27,butcher,1,0,1,0,0.0
27,guard,1,0,1,0,0.002
27,plumber,1,0,1,0,0.001
27,farmer,1,0,1,0,0.006
27,carpenter,1,1,0,0,0.989
27,trucker,1,0,1,0,0.001
27,barber,1,0,1,0,0.004
27,construction worker,1,0,1,0,0.06
27,roofer,1,0,1,0,0.042
27,auto mechanic,1,0,1,0,0.003
27,heavy equipment operator,1,0,1,0,0.002
28,cosmetologist,1,1,0,0,0.807
28,manicurist,1,1,0,0,0.989
28,secretary,1,1,0,0,0.992
28,hairdresser,1,1,0,0,0.992
28,flight attendant,1,1,0,0,0.992
28,dress maker,1,1,0,0,0.992
28,receptionist,1,1,0,0,0.992
28,florist,1,1,0,0,0.992
28,housekeeper,1,1,0,0,0.992
28,child care worker,1,1,0,0,0.992
28,kindergarten teacher,1,1,0,0,0.992
28,interior decorator,1,1,0,0,0.992
28,registered nurse,1,1,0,0,0.992
28,elementary school teacher,1,1,0,0,0.992
28,librarian,1,1,0,0,0.989
28,cake decorator,1,1,0,0,0.989
28,dietician,1,1,0,0,0.992
28,exercise instructor,1,1,0,0,0.992
28,nutritionist,1,1,0,0,0.992
